Date,Title,Article,Link,Topics,Year
"Mon, June 5, 2017",Cops act against surging vigilantism,"The National Police have made several bold moves following a strongly worded call from President Joko “Jokowi” Widodo over the weekend imploring the police to take action against radical groups carrying out vigilante violence. After two men in East Jakarta were named suspects for intimidating, a 15-year-old boy of Chinese descent who was accused of insulting Islam Defenders Front (FPI) leader Rizieq Shihab, National Police chief Gen. Tito Karnavian dismissed the police chief of Solok, West Sumatra, Adj. Sr. Comr. Susmelawati Rosya, from her position for failing to sufficiently protect Fiera Lovita, 40, a physician who has been targeted by members of the hard-line group in the city. Fiera was reportedly intimidated by the FPI after making social media comments that members of the group considered defamation of Rizeiq. On May 19 and May 21, Fiera published Facebook posts criticizing Rizieq for traveling to Saudi Arabia to avoid his legal problems. Rizieq is currently facing pornography charges after screenshots of a lascivious Whatsapp conversation, allegedly between him and a woman, went viral on social media. He claims the case against him is politically motivated. On May 23, local FPI members, escorted by officers from the Solok Police, confronted Fiera at her workplace, asking her to delete her Facebook posts and release a written statement declaring her regret and retracting her claims. National Police spokesperson Insp. Gen. Setyo Wasisto said the Solok Police chief had failed to properly protect Fiera. “The [National] Police chief felt Bu Rosya did not fully perform her duty. She only facilitated a mediation without investigating the intimidation,” he said. Setyo said the police needed to send a strong signal given that the latest case of vigilantism had created fear in many communities. Prior to removing the Solok Police chief, Tito ordered a thorough investigation of a similar case in East Jakarta. Tito earlier said that he would dismiss any of his subordinates who failed to take action against vigilante groups. Last week, several men claiming to be members of the FPI confronted a 15-year-old boy in Cipinang Muara, East Jakarta, after he posted a statement on Facebook that they claimed slandered Rizieq. In a viral video of the incident the boy is seen surrounded by the men, who are harassing him and threatening him with severe violence. The group then coerce the boy into signing a written a statement apologizing to Rizieq. The East Jakarta Police have arrested two people who allegedly took part in the incident. One of the suspects is reportedly a member of the local branch of the FPI while the other is a local man who is thought to be seen in the video slapping the boy’s face two times. The two suspects in the case, AM and M have been charged under Article 80 of Law No. 35/2014 on child protection, which carries a maximum prison sentence of three years and six months. Other than the two suspects, East Jakarta Police officers have also questioned five witnesses as part of the case. Rights groups have said the viral East Jakarta video was part of a systematic campaign by hardline Islamist groups to intimidate social media users who, in their opinion, insult Islam and Muslim clerics. Data from the Southeast Asia Freedom of Expression Network (SAFEnet) show that the intimidation campaign started in January, but the number of cases spiked after non-active Jakarta governor Basuki “Ahok” Thahaja Purnama was found guilty of blasphemy on May 9. SAFEnet recorded 59 cases of intimidation against individuals accused of insulting Islam and clerics between January and May, with the majority occurring in May. On Saturday President Jokowi expressed grave concern over the rising vigilante violence, warning that it could turn Indonesia into a “barbaric” country. In a speech delivered at Malang Muhammadiyah University in East Java, Jokowi said vigilante justice was against the law and that no individuals, groups or organizations could take the law into their own hands. “We should not allow this to happen. We could turn into a barbaric nation if we fail to stop it,” Jokowi said in his speech. Jokowi said he had instructed National Police chief Tito, to crack down on vigilantism both online and offline. “We should believe in our law enforcement agencies. Let them handle the problems,” he said. Police chief fires local cop for failing to protect civilian intimidated by FPI Police earlier arrest two for allegedly intimidating ethnic Chinese boy.",http://www.thejakartapost.com/news/2017/06/05/cops-act-against-surging-vigilantism.html,"violence, vigilante-group",2017
"Sat, June 3, 2017",Tito replaces Solok Police chief over persecution,"National Police spokesperson Insp. Gen. Setyo Wasisto said on Saturday that National Police chief Gen. Tito Karnavian had replaced Solok, West Sumatra, Police chief Adj. Sr. Comr. Susmelawati Rosya, over her inability to prevent the persecution of Fiera Lovita, 40, a physician at Solok Regional Hospital, by Islam Defenders Front (FPI) members. Setyo said Rosya was deemed to have been incapable of properly protecting Fiera. The police chief had mediated a dialogue between Fiera and FPI members who had intimidated her but it did not solve the problem, he added. It was previously reported that Fiera had been intimidated by FPI members who accused her of defaming their leader Rizieq Shihab on her Facebook account last week. (Read also: Police warns against online witch hunts ) Setyo said Rosya did not carry out the law-enforcement responsibility she bore as a police chief against the parties intimidating Fiera. “Our leader [Tito] felt Bu Rosya did not fully perform her duty as a public servant. She only facilitated the mediation without investigating the intimidation,” he said. Setyo further said the persecution had caused fear that spread to several regions. On Friday evening, Tito said he would not hesitate to replace any subordinate who was not firm in handling persecution cases. An internal telegram signed and released by Arief Sulistyanto, of the National Police chief’s management staff, on Friday revealed that Rosya was transferred to the human resources bureau of the West Sumatra Police. She has been replaced by Adj. Sr. Comr. Dony Setiawan, who previously served at the narcotics division of the National Police’s criminal investigation department. (rdi/ebf)",http://www.thejakartapost.com/news/2017/06/03/tito-replaces-solok-police-chief-over-persecution.html,"Tito-Karnavian, solok, Fiera-Lovita, FPI, Islam-Defenders-Front, persecution",2017
"Fri, June 2, 2017",Jakarta quick-response teams ready to defend victims of intimidation,"An alliance of Jakarta youth organizations has formed quick-response teams in several districts across the city to help citizens facing intimidation and persecution from various parties. “The teams are spread across 44 districts in Jakarta. They will respond to any requests or signs of persecution, intimidation or terror,” Anwar Sjani, secretary of the NasDem Youth Guard’s Jakarta chapter, said on Friday, as quoted by kompas.com . In addition to the NasDem Party youth wing, other organizations to join the initiative include the Jakarta Youth Alliance, the Communication Forum of Indonesian Veterans’ Children (FKPPI) Jakarta chapter, and Jakarta chapter of GP Ansor, the youth wing of Nahdlatul Ulama, Indonesia’s largest Islamic organization. Previously, an anti-persecution coalition of NGOs had formed a crisis center to protect and provide legal assistance to victims of intimidation and persecution. The latest case included a 15-year-old boy of Chinese descent from East Jakarta, who was filmed being harassed by men claiming to be members of the hard-line Islam Defenders Front (FPI). The boy had allegedly posted comments on his Facebook page criticizing FPI leader Rizieq Shihab. Rizieq has been named a suspect in a pornography case and is currently on the police’s wanted list after failing to answer two summonses for questioning. (kuk)",http://www.thejakartapost.com/news/2017/06/02/jakarta-quick-response-teams-ready-to-defend-victims-of-intimidation.html,"persecution, reaction-team",2017
"Fri, June 2, 2017",Apology not enough: FPI,"Islam Defenders Front (FPI) spokesperson Slamet Maarif has said offering apologies is not enough for people who have insulted the group’s leader, Rizieq Shihab. Recently, a 15-year-old male teenager of Chinese descent was reportedly forced by FPI members to sign an apology letter for having allegedly insulted Rizieq on his Facebook account. “[...] We will still report him to law enforcement authorities so that there will be a deterrent effect on those [wanting to] insult Islam and clerics,” Slamet told The Jakarta Post on Thursday. According to reports, a group of FPI members and local residents mobbed and intimidated the 15-year-old boy after he insulted Rizieq Shihab on Facebook. (Read also: Video shows 15-year-old boy harassed for allegedly insulting FPI leader ) Video footage that went viral on social media indicate that the boy was forced to sign a stamped statement of apology. In the video, the boy also appears to be repeatedly hit by a man. “You’d better tell your friends of your [Chinese] ethnicity not to do it anymore, so this will not happen again,” said one FPI member. “You have to know that Habib Rizieq belongs not only to the FPI but also to all Muslims. The FPI is just an organization but he [Rizieq] is loved by millions of people in Indonesia.” Slamet said the FPI would not allow Islam and clerics to be insulted by anyone and rejected the notion that the boy's online post was in line with freedom of expression. Southeast Asia Freedom of Expression Network regional coordinator Damar Juniarto said the incident was clearly part of a growing trend of persecution in Indonesia. (dis/ebf)",http://www.thejakartapost.com/news/2017/06/02/apology-not-enough-fpi.html,"FPI, Islam-Defenders-Front, Rizieq-Shihab, Chinese-descent, Islam, clerics",2017
"Thu, June 1, 2017",Video shows 15-year-old boy harassed for allegedly insulting FPI leader,"A viral video showing a 15-year-old boy being intimidated and harassed by a group of people claiming to be members of the Islam Defenders Front (FPI) for allegedly insulting their fugitive leader, Rizieq Shihab, has sparked concerns amid the ongoing online persecution of the cleric’s critics. In the video, a group of people can be seen coercing the boy, who is of Chinese descent, to sign a statement of apology for slandering Rizieq, who was recently named a suspect in a pornography case. The boy’s hands were shaking when he was holding the paper. “You better tell your friends of your ethnicity to never do it again, so this will not happen again,” one of the men said in the video. The man tells the teenager that Rizieq is respected not only by FPI members but also by the whole Muslim community. Another man is later seen slapping the boy's mouth two times. Damar Juniarto, the regional coordinator for the Southeast Asia Freedom of Expression Network, said the incident took place in East Jakarta and was clearly part of a growing trend of persecution of social media users by the hard-line Islamist group. FPI spokesman Slamet Maarif said he was not aware of the incident, adding that the FPI leadership had ordered group members to report those who insulted Islam and Muslim clerics to the police. The East Jakarta Police said they are now investigating the video. (rdi/dis/ary)",http://www.thejakartapost.com/news/2017/06/01/video-shows-15-year-old-boy-harassed-for-allegedly-insulting-fpi-leader.html,"FPI, Rizieq-Shihab, ulemas, defamation",2017
"Tue, May 30, 2017",Dispersing vigilante groups among their duties: Depok Police,"The head of the Jaguar team of the Depok Police in West Java, First Insp. Winam Agus, said that he never expected his team’s effort to disperse members of the Islam Defenders Front (FPI) hard-line group, who were about to conduct a “sweep” in the satellite city, would go viral. In the video, dozens of members of the FPI's South Jakarta chapter were seen carrying weapons, including sharpened bamboo sticks, to use, they initially claimed on camera to police, to stop violent motorcycle gangsters from roaming in the city. The video has been shared on some social media platforms and has gained considerable public attention. Winam said that the special team formed to deal with gangs had frequently carried out similar measures to disperse groups or organizations that could potentially create unease among citizens through their vigilantism. “That’s indeed part of our duty, but maybe the public was unaware of it until the FPI video went viral. We previously carried out the same measures against the PP [Pancasila Youth],” Winam said on Monday as quoted by kompas.com . He explained that mass organizations did not have any authority to conduct raids in the name of upholding justice because the job belonged to the police. “They don’t have any right [to conduct raids],” he said. (fac)",http://www.thejakartapost.com/news/2017/05/30/dispersing-vigilante-groups-among-their-duties-depok-police.html,"vigilante-group, FPI, Depok",2017
"Tue, May 30, 2017",Police should thank us for ‘educating’ people who insult Muslims: FPI,"The Islam Defenders Front (FPI) has claimed the Internet sweeping conducted by several FPI members to hunt down social media users allegedly insulting its leader, Rizieq Shihab, was an initiative of members in several regions, not an official program of the organization. However, as an organization, FPI fully supports the initiative because it is in line with the organization’s vision, which aims to avoid conflict among religious followers that can create dissension in Indonesia. “Police should thank us for educating irresponsible people who have insulted ulemas and defamed religions,” FPI spokesperson Slamet Maarif told The Jakarta Post on Monday. The most recent online prosecution allegedly committed by FPI was directed toward a female physician, Fiera Lovita, 40, from Solok Regional Hospital in Padang, West Sumatra. The FPI accused her of insulting Rizieq by posting comments on her Facebook account about his alleged involvement in a pornography case. Several FPI members confronted Fiera at her workplace on May 23, pressuring her to delete her comments and write an official letter saying she regretted her actions. “For a deterrent effect we want the police to arrest and take a legal action against her,” Slamet said. Contacted separately, FPI secretary general Habib Novel condemned Fiera's posts on Facebook. “As an educated Muslim woman she should not insult [Riziq Shihab] especially in West Sumatera, a Muslim majority area,” Novel said. “We have rules and laws. FPI supporters should not act like vigilantes. They should not act as judges in the field,” National Police spokesman Insp. Gen. Setyo Wasisto said.  (hol/ebf)",http://www.thejakartapost.com/news/2017/05/30/police-should-thank-us-for-educating-people-who-insult-muslims-fpi.html,"Rizieq-Shihab, FPI, Islam-Defenders-Front, social-media, ulemas, religious-defamation, blasphemy",2017
"Tue, May 30, 2017",Police name FPI leader suspect in porn case,"The Jakarta Police have named Rizieq Shihab, the firebrand cleric and leader of hard-line Muslim organization Islam Defenders Front (FPI), a suspect in a pornography case. Rizieq was named a suspect on Monday without having undergone police questioning in his previous capacity as a witness as he had failed to answer a police summons in April and May. “At 12 a.m. today [Monday], investigators at the Jakarta Police’s special crimes unit increased Rizieq’s status from witness to suspect,” said Jakarta Police spokesman Sr. Comr. Argo Yuwono. “We have sent his dossier to the Jakarta Prosecutors’ Office.” Argo Yuwono said investigators from the Jakarta Police special crimes unit had gathered adequate evidence to increase Rizieq’s status to that of suspect. “He will be charged under articles 4, 6 and 8 of the 2008 Pornography Law,” he said. The case first surfaced late January when a now-blocked website, baladacintarizieq.com , uploaded screenshots of WhatsApp chats that allegedly took place between Rizieq and Firza Husein. The chats are filled with profanity and nude pictures allegedly of Firza, who preceded Rizieq to be named a suspect in the same case on May 16. The police sent a first summons to Rizieq on April 25 along with Firza, Rizieq’s wife and a friend of Firza’s, whose name is mentioned in the steamy chats. However, none of them showed up for various reasons. Rizieq also evaded the second questioning session on May 10 as he was abroad and his exact location was unknown even to his lawyer, Sugito Atmo Pawiro. Rizieq is currently in Saudi Arabia. When and if he comes home, the pornography case is not the only lawsuit that he is going to face. On Jan. 30, the West Java Police also named him a suspect for allegedly insulting the Pancasila, the state ideology. “In Sukarno’s Pancasila, faith in God is placed in the ass, but in Jakarta Charter’s Pancasila, faith in God is placed in the head. Which one is better?” Rizieq says in a video that went viral online and was later reported to the police by Sukmawati Soekarnoputri, a daughter of former president Sukarno, in October 2016 to the West Java Police. He was charged with Article 154a of the Criminal Code (KUHP) on insulting state symbols and Article 320 for defaming a dead person. The charges carry a maximum penalty of four years and four months in prison, respectively. Since his pornography case came out, Rizieq has always insisted that the profane chats were made up. He also kept pointing to the police’s reluctance to pursue the uploader of the steamy chats, which led to the pornography charges against him and Firza. Through Sugito, Rizieq released a written statement on May 16, saying that he would only fulfill his duty as a law-abiding citizen once the police had caught the “perpetrator of the mean slander via WhatsApp.” Sugito reaffirmed Rizieq’s stance once again on Monday when The Jakarta Post sought confirmation about the latter’s status of suspect. Sugito lamented that the police had not made an effort to pursue the uploader of the chats. “The investigators are being unfair and forcing their will [upon Rizieq]. Habib [Rizieq] has not even been questioned yet. They have gone too far,” said Sugito. (dea)",http://www.thejakartapost.com/news/2017/05/30/police-name-fpi-leader-suspect-in-porn-case.html,"Jakarta-police, Rizieq-Shihab, FPI, suspect, pornography, porn-case, Firza-Husein, Pancasila, Sukmawati-Soekarnoputri",2017
"Mon, May 29, 2017",Police warns against online witch hunts,"The National Police has condemned parties who hunt down social media users accused of insulting Islam Defenders Front (FPI) leader Rizieq Shihab In a media brief on Monday, Police spokesman Insp. Gen. Setyo Wasisto said, “We have constitutions, [FPI supporters] cannot act like vigilantes, and they cannot act as judges on the field.” His statement was related to the most recent online prosecution of a female physician, Fiera Lovita, 40, from Solok Regional Hospital in Padang, West Sumatra. The FPI accused her of insulting Rizieq by posting comments on her Facebook account about the firebrand cleric, who is now a suspect in a pornography case and has failed to appear for police questioning on several occasions. The FPI members confronted Fiera at her workplace on May 23, pressuring her to delete her comments and write an official letter saying she regretted her actions. “They do not have the authority to force anyone,” Setyo said, “If they felt offended [by comments], they could report the person to the police.” “Vigilantism can turn people into suspects,” Setyo added. (hol)",http://www.thejakartapost.com/news/2017/05/29/police-warns-against-online-witch-hunts.html,"FPI, vigilante-group",2017
"Mon, May 29, 2017",AJI lambasts FPI's online persecution,"The Alliance of Independent Journalists (AJI) has lambasted all forms of intimidation, violence and attempts to restrict freedom of speech by the Islam Defenders Front (FPI). The FPI has committed terrorism by persecuting citizens accused of producing defamatory statements against the organization’s leader, Rizieq Shihab, on social media, forcing them to apologize under threat, says AJI. “Such terror acts must not be allowed,” AJI leader Suwarjono said in a statement. “The arbitrary persecution by the FPI has violated the 1945 Constitution, which promotes and guarantees civilians’ right to assemble as well as to freely state opinions”. The FPI has been targeting anyone who posts statements deemed insulting toward Islam and Islamic figures for the last two weeks. The actions began following the conviction of non-active Jakarta governor Basuki “Ahok” Tjahaja Purnama in a blasphemy case. Members of the organization, for example, intimidated 38-year-old female entrepreneur Indrie Soraya in Tangerang, Banten, and 40-year old physician Fiera Lovita in Solok, West Sumatra for insulting Rizieq. The two could be charged under Article 28 on defamation of the Electronic Information and Transactions (ITE) Law, according to the Southeast Asia Freedom of Expression Network (SAFEnet). To uphold the right to freedom of the speech, AJI has thus called on the National Police to take immediate action against the FPI’s arbitrary online persecution. (msa/wit)",http://www.thejakartapost.com/news/2017/05/29/aji-lambasts-fpis-online-persecution.html,"FPI, AJI",2017
"Wed, May 17, 2017",Rizieq refuses to celebrate Idul Fitri behind bars,"Hard-line Islam Defenders Front (FPI) leader Rizieq Shihab has been known as the loudest advocate in pushing for blasphemy charges against non-active Jakarta governor Basuki “Ahok” Tjahaja Purnama. Since late last year, the firebrand cleric has led a series of anti-Ahok rallies in the capital as he repeatedly called for the authorities to bring Ahok, a Christian of Chinese descent, “to justice” for “insulting Islam.” Amid mob pressure, police and prosecutors swiftly completed Ahok’s dossier. As rallies were held by conservative Muslim groups last week, Ahok was sentenced to two years in prison for blasphemy by the North Jakarta District Court, only two weeks after Ahok lost his reelection bid amid an intense sectarian campaign. While Ahok is in detention, Rizieq, who happens to be implicated in a number of criminal cases, has failed to prove he is a lawabiding citizen, prompting harsh criticism and cynicism given the cleric’s tireless calls for the “rule of law” against Ahok. West Java Police have named Rizieq a suspect for allegedly insulting the Pancasila state ideology and the memory of Indonesia’s first president, Sukarno. He is also under investigation at the Jakarta Police in a pornography case allegedly involving him and treason suspect Firza Husein. Has has also been reported to the police in a number of cases centering on blasphemy, slander and incitement of hatred. The FPI leader failed to fulfill two summons issued by the Jakarta Police in his capacity as a witness in the pornography case on April 25 and May 10. “He is in Jeddah [Saudi Arabia],” Jakarta Police spokesperson Sr. Comr. Argo Yuwono said on Tuesday. The police said they planned to forcefully retrieve Rizieq with the help of Interpol. However, as of Tuesday, the Jakarta Police had yet to decide whether they would send a team to pick him up. “It will be the investigators’ decision because [Rizieq’s] status is still that of a witness,” Argo said, adding that the police would also coordinate with the Directorate General of Immigration at the Law and Human Rights Ministry. Rizieq’s lawyer, Kapitra Ampera, said the FPI leader had left the country, having claimed innocence. Kapitra said Rizieq went on a umrah (minor haj) with his family on April 27. The cleric continued his journey to Yemen and then Malaysia before he returned to Saudi Arabia. Kapitra said his client would not fulfill any summonses in the near future because Rizieq would likely spend Ramadhan in Mecca. He may only return to Indonesia after Idul Fitri, Kapitra added. Rizieq initially wanted to return to Indonesia last Saturday, but he decided otherwise, Kapitra said. One of the reasons was because the FPI leader had been summoned by the police over a case that “he does not understand,” the lawyer said. “[The case] has nothing to do with him. It’s even possible that the case has been orchestrated,” Kapitra said as quoted by Antara. Separately, National Police spokesperson Sr. Comr. Martinus Sitompul urged Rizieq to respect legal procedures and return to Indonesia. He said a warrant had been issued because he failed to show up twice for questioning as a witness. Jakarta Police announced last week that they would detain Rizieq as soon as he returned to Indonesia. “We have talked with [Rizieq’s] lawyer several times [regarding the matter]. We want him to fulfill his obligation as a citizen and comply with the law,” Martinus said. Directorate General of Immigration spokesperson Agung Sampurno said the decision to retrieve Rizieq by force from Saudi Arabia fell under the domain of the National Police, which coordinated with Interpol. “The immigration office cannot interfere with the process, because it’s a general criminal case,” Agung told The Jakarta Post. He further said the immigration office did not have knowledge of the type of visa Rizieq had used in making multiple visits to Saudi Arabia. Meanwhile, the West Java Prosecutor’s Office has returned the dossier on Rizieq in the case pertaining to the Pancasila and Sukarno to investigators at the West Java Police. Prosecutor’s office head Setia Untung Arimuladi said there were formal and material requirements police investigators needed to complete before the dossier could be declared complete and handed over to the court. “There are 10 items that need to be refined in the formal requirements, while there are nine items for the material requirements,” Untung said in Bandung.",http://www.thejakartapost.com/news/2017/05/17/rizieq-refuses-to-celebrate-idul-fitri-behind-bars.html,FPI,2017
