Date,Title,Article,Link
"Wed, August 17, 2016| 03:02 pm",Gloria to join Paskibraka team in afternoon ceremony,"Gloria Natapradja Hamel, whose inauguration as a national flag-hoisting team (Paskibraka) member was cancelled due to a citizenship issue, is set to participate in the flag-lowering ceremony at the State Palace on Wednesday afternoon. Youth and Sports Minister Imam Nachrowi confirmed that the Indonesia-born and bred student from Depok, West Java, would join other Paskibraka members at the afternoon ceremony, following her meeting with President Joko ""Jokowi"" Widodo after the 71st Independence Day ceremony. â€œ[She] will join with the flag-lowering ceremony in the evening,"" Imam said. Gloria, who was born to an Indonesian mother and French father, could not hide her happiness, stressing that finally her struggle had yielded good results. In a last-ditch effort to keep her position in the elite flag-hoisting team, Gloria wrote a personal letter to Jokowi, declaring herself to be an Indonesian citizen. ""I will join my friends this afternoon,"" Gloria said, adding that during her meeting with the President, Jokowi had advised her to keep her spirits high. (ebf)",http://www.thejakartapost.com/news/2016/08/17/gloria-to-join-paskibraka-team-in-afternoon-ceremony.html
"Wed, August 17, 2016| 10:19 am",71st Independence Day celebrated at State Palace,"The State Palace held a ceremony to celebrate the 71st Independence Day on Wednesday, giving the general public a chance to attend the flag-raising ceremony, with the majority of invitations to the event being sent to common people like in previous years. This yearâ€™s celebration had a more festive atmosphere, in which Indonesia's first red-and-white flag, sewn by the late former first lady Fatmawati, was carried by traditional horse-drawn carriage, the Ki Jaga Raksa, from the National Monument (Monas) to the palace prior to the ceremony. This is the first time the State Palace has staged such a performance during the Independence Day celebration. It was reportedly President Joko ""Jokowi"" Widodo's idea. The parade began at 7 a.m., with the Ki Jaga Raksa carriage arriving at the State Palace at 8:43 a.m. The event continued with a colossal dance performance and choir performance by Resonanz, a children's choir that was named a grand prix winner at an international competition in Venice, Italy, last month The national ceremony began at 10 a.m., following the schedule of when former president Sukarno read out the proclamation of independence on Aug.17, 1945. Nilam Sukma Pawening, a student of state senior high school SMAN 67 Jakarta, a Paskibraka flag-raisingÂ team member, was chosen to carry the national flag, along with three other team members, namely Rahmat Duhe, Muhammad Akbar and Muhammad Aditya Ersyah. Meanwhile, Col. Inf. Putra Widiastawa acted as commander in the flag-raising ceremony. Â (ebf)",http://www.thejakartapost.com/news/2016/08/17/71st-independence-day-celebrated-at-state-palace.html
"Wed, May 17, 2017| 06:06 pm",Perppu may be issued to accelerate HTI disbandment,"The Attorney General's Office (AGO) has reportedly suggested the government issue a regulation in lieu of law (Perppu) on mass organizations to accelerate the planned disbandment of hard-line Islamist group Hizbut Tahrir Indonesia (HTI). Home Minister Tjahjo Kumolo said that, in accordance with the 2013 Law on Mass Organizations, the process of disbanding a legally registered mass organization took four to five months. ""The House of Representatives will hold a plenary meeting to discuss [the issuance of a Perppu]. We will see which way will be more suitable in terms of principles,"" Tjahjo saidÂ on Tuesday,Â as quoted by tribunnews.com. The House was scheduled to discuss the government's proposal for the issuance of a Perppu at its plenary meeting onÂ Thursday, he added. The minister went on that, even though the government respected the freedom of association, every mass organization in the country should adhere to the state ideology of Pancasila. ""Pancasila as the sole principle should be embodied in every political party and mass organization. Every citizen has the freedom to associate, if [the association] upholds only Pancasila principles,"" Tjahjo said. The 2013 Law on Mass Organizations allows the government to disband organizations it considers to be in violation of the state ideology, but the government must follow certain procedures. The law requires that administrative measures, such as issuing warning letters, initiating a dialogue and suspending activities, precede the request for a court permit for disbandment. (afr)",http://www.thejakartapost.com/news/2017/05/17/perppu-may-be-issued-to-accelerate-hti-disbandment.html
"Tue, May 16, 2017| 02:10 pm",We are all brothers: Jokowi,"President Joko â€œJokowiâ€ù Widodo has called on all citizensÂ to stop accusing, insulting, slandering and protesting against each other. â€œDon't forget to maintainÂ unity because we are all brothers. We will run out of energy if we have to continuously deal with demonstrations,â€ù the President said in his remarks during the opening of the 19th Indonesian Islamic Students Movement (PMII) Congress at Darussalam Grand Mosque in Palu, Central Sulawesi, on Tuesday. Â  Jokowi later asked all political elites to set a good example and convey their words appropriately. â€œGive good and polite statements because this is the character of our nation. Donâ€™t let us lose our identity and character because our nation is widely known as a nation that is friendly, polite and well-mannered,â€ù said the President. Jokowi said he was sad to see people constantly staging rallies across the country. â€œIt seems we have forgotten that we are all brothers both as Muslims and as people living in one country and as a nation. This is really counterproductive.â€ù â€œJust ask National Police chief [Gen. Tito Karnavian] about theÂ billions [of rupiahs] that have been wasted to deploy police personnel to secure the rallies,â€ù Jokowi said. The President said he hopedÂ PMII membersÂ would long to become not onlyÂ politicians but also entrepreneurs because, currently, entrepreneurs compriseÂ only 1.6 percent of Indonesia'sÂ population. Ideally, more than five percent of the countryâ€™s population should become entrepreneurs, he said. Coordinating Human Development and Culture Minister Puan Maharani, Research and Technology and Higher Education Minister Muhammad Nasir, Regional Representative Council (DPD) Speaker Oesman Sapta Odang and Central Sulawesi Governor Longki Djanggola accompanied President Jokowi in the visit. (foy/ebf)",http://www.thejakartapost.com/news/2017/05/16/we-are-all-brothers-jokowi.html?fb_comment_id=1012554615514119_1012628255506755
"Mon, May 15, 2017| 04:27 pm",Muslim scholar group backs court process for HTI ban,"  Joining other supporters of the dismissal of anti-Pancasila groups, the Indonesian Muslim Intellectuals Association (ICMI) said on Monday that itÂ supported the governmentâ€™s plan to ban Hizbut Tahrir Indonesia (HTI) through a court process. ICMI chairman Jimly Asshiddiqie said the association supported the government because HTIâ€™s aspiration for an Islamic caliphate contradicted the country's ideology ofÂ Pancasila, but the group said the state's decision to do so should be based on justice and impartiality. â€œThe most important thing is to give HTI the opportunity to explain itself to the public. Thus, a transparent and fair court process must take place in order to give political education to people,â€ù Jimly said in a statement. â€œThe government can also openly provide its argumentation forÂ the banâ€ù. (Read also: Jokowi administration moves to ban Islamic group)Â  Jimly further called for the government to apply the same procedure to other organizations that promoted values contraveningÂ the stateâ€™s ideology. â€œThe constitution has clearly guaranteed the freedom to assemble. Everyone can set up an organization as long as it complies with the constitutionâ€ù.Â  The 2013 Law on Mass Organization allows the government to disband an organization that it considers against the state ideology, but the government should follow certain procedures, including a court process. (wit)",http://www.thejakartapost.com/news/2017/05/15/muslim-scholar-group-backs-court-process-for-hti-ban.html?fb_comment_id=1550242075017612_1550331965008623
"Mon, May 15, 2017| 08:40 pm",Anti-Pancasila organizations cannot operate in Indonesia: Minister,"Coordinating Political, Legal and Security Affairs Minister Wiranto saidÂ on MondayÂ that any organizations that did not recognized the nation's founding principles of Pancasila would not be allowed to operate in the country. ""We want to make sure that no organizations, not just the HTI [Hizbut Tahrir Indonesia], exist in the country if their activities are clearly against the Constitution, Pancasila and the [principle of] NKRI [Unitary State of the Republic of Indonesia] or if they threaten the nation's sovereignty, even if they have a permit,"" Wiranto told reporters at his office in Central Jakarta. His office said last week that it would ban the hard-line HTI on the grounds that it promoted the establishment of a pan-Islamist government, which contradicted the pluralistic principles of Pancasila. The HTI has claimed that any form of government other than a caliphate, particularly democracy, a system that Indonesia adopts, is un-Islamic and therefore forbidden according to its interpretation of Islam. ""Just wait for the right time,"" Wiranto said when asked about the ban. ""It's just been a few days [since we announced the HTI would be banned],"" Wiranto said. ""What is definite is that we are being consistent with what I said [about banning the HTI].""",http://www.thejakartapost.com/news/2017/05/15/anti-pancasila-organizations-cannot-operate-in-indonesia-minister.html?fb_comment_id=1190855801036262_1191620277626481
"Thu, May 11, 2017| 06:30 pm",HTI seeks support from House,"Worried about the governmentâ€™s move to ban it, hard-line Islamic organization Hizbut Tahrir Indonesia (HTI) leaders met lawmakers at the House of Representatives on Wednesday to seek protection. â€œWe want to seek support and protection from the House on this matter. We donâ€™t want the government to move forward with its plan because they have no legal basis to ban us,â€ù HTI spokesman Ismail Yusanto said. â€œThe HTI is a legal organization, we have a decree. So, we have a constitutional right to hold events. Our activities are focused on dakwah [religious proselytizing] about Islamic teachings,â€ù he added. (Read also: Govt moves to ban HTI)Â  The government announced Monday that it was banning the group that achieved legal status in 2014, saying it promoted an ideology that was against the Pancasila and could threaten national unity. The group is known for its aim to establish an Islamic caliphate in Indonesia. House deputy speaker Fadli Zon of the Gerindra Party said the governmentâ€™s ban of HTI was a misstep as it did not follow procedures. Under the 2013 Mass Organizations Law, the government must send warning letters before banning a group. Fadli also claimed that the HTI had made positive contributions to Indonesia, for example in the deliberation of draft revision of the 2001 Oil and Gas Law. â€œIn its internal regulation, HTI has mentioned they adhere to Pancasila and the 1945 Constitution. I believe the government has taken the wrong step,â€ù he said. (ebf)",http://www.thejakartapost.com/news/2017/05/11/hti-seeks-support-from-house.html?fb_comment_id=1169369886523753_1170659159728159
"Thu, May 11, 2017| 08:11 pm",Jokowi concludes five-day working trip,"President Joko â€œJokowiâ€ù Widodo on Wednesday concluded a five-day working trip that began on May 6. The President and First Lady Iriana Joko Widodo arrived at Halim Perdanakusuma Air Force Base in East Jakarta on 8:30 p.m. from Sentani Airport in Jayapura, Papua. Aceh opened President Jokowiâ€™s visit to four provinces, which included South Kalimantan, North Maluku and Papua. The President attended the 15th Fishermen and Farmers National Week at Harapan Bangsa Stadium in Gampong Lhong Raya, Banda Aceh, on Saturday. In front of around 35,000 fishermen and farmers, Jokowi said the government would continue to develop agriculture infrastructure, such as dams, artificial lakes (embung), as well as secondary and tertiary irrigation. Â Â Â  In South Kalimantan, President Jokowi attended on Sunday the peak of the 2017 Mappanretasi maritime cultural celebration on Pagatan Beach, Tanah Bumbu. On the same day, he directly witnessed the hand-over of village forest management rights to residents of Tebing Siring village in Bajuin district, Tanah Laut. In North Maluku on Monday, Jokowi inaugurated three seaports, namely Bicoli, Tapaleo and Wayabula, at Tapaleo Port in Tepeleo, North Patani district, Central Halmahera. Jokowi is only the second Indonesian president to visit to Central Halmahera after founding father Sukarno in 1957. Â  In Papua, Jokowi inaugurated the Indonesia-Papua New Guinea cross-border checkpoint in Skouw and several power plants. He also inspected the flagship Trans-Papua road project, during which he rode a trail motorbike along the 7-kilometer Wamena-Mamugu 1 road section of the project. Several Cabinet ministers accompanied President Jokowi in the trip. They include Public Works and Public Housing Minister Basuki Hadimuljono, Health Minister Nila Moeloek, Social Affairs Minister Khofifah Indar Parawansa, Culture and Education Minister Muhadjir Effendy and Presidential Chief of Staff Teten Masduki. Â (ebf)",http://www.thejakartapost.com/news/2017/05/11/jokowi-concludes-five-day-working-trip.html?fb_comment_id=1203681913087741_1203762673079665
"Wed, July 19, 2017| 07:00 pm",Interpreters share best moments about their time with Jokowi,"Only a few select people have witnessed the steady rise of President Joko â€œJokowiâ€ù Widodo, Â a budding global leader known mostly for his domestic policies. He has eased into his role as a world leader since he was inaugurated three years ago, especially following his confident performance at the G20 meeting in Germany a few weeks back. It is Jokowiâ€™s interpreters from the Foreign Ministry, who are tasked to accompany the President at international events, who are fortunate enough to see his increasingly confident performance. Â  For Dimas Muhammad, 25, Jokowiâ€™s ""trademark flair for straightforward and effective communication"" has not only set the President apart from other world leaders who dabble in verbosity, but also helps him as an interpreter in transmitting the countryâ€™s leader's messages. Dimas, who was appointed to be a presidential interpreter in September 2016, recounts one of his most memorable experiences with the President that also debunks the stereotype about his English being terrible. â€œDuring a meeting with a foreign dignitary [at Bogor Palace], there was a moment when the figure was at a loss for words and wanted to say something to a particular effect in English,â€ù Dimas told The Jakarta Post earlier this week. â€œPresident Jokowi, whose English was presumably suspect, saved the day by [coming up with the right expression]. Right then and there I knew for sure the President was more than what meets the eye."" Meanwhile, Mochammad Iqbal Sirie, 33, who became Jokowi's interpreter at the time of his inauguration and served until February this year, recounted his busy days with the President going abroad to attend various international conferences and meetings. ""Normally during leaders' coffee break, lunch or dinner receptions, we often have to struggle our way through to accompany the leaders for an informal talk or even formal bilateral meetings. We don't usually have time for a proper meal, so water, biscuits and breath mints are essential,"" Iqbal said recently. Iqbal, now the third secretary at the Indonesian Mission to the United Kingdom, declared that his most memorable experience as an interpreter was during the 2015 meeting between President Jokowi and former United States president Barrack Obama at the Oval Office in Washington DC. â€œI never thought of being able to enter a room I always see in Hollywood movies,"" he said. (ebf)",http://www.thejakartapost.com/news/2017/07/19/interpreters-share-best-moments-about-their-time-with-jokowi.html?fb_comment_id=1763655893649071_1764509783563682
"Wed, July 19, 2017| 03:30 pm",Islamic group Hizbut Tahrir condemns disbandment by government,"Hizbut Tahrir Indonesia (HTI) has condemned the governmentâ€™s decision to revoke the Muslim organizationâ€™s legal status, calling it an arbitrary act. Speaking to The Jakarta Post right after the government announced the move on Wednesday, HTI spokesman Ismail Yusanto said the group had never received a warning letter. According to Article 62 of the 2017 Regulation in Lieu of Law (Perppu) on Mass Organizations, the government should issue a warning letter and terminate activities of an organization before revoking its status as a legal entity. â€œThe government has violated its own regulation. According to the Perppu, we should be subject to administrative sanctions first, not immediate disbandment,â€ù Ismail said. (Read also: Indonesia disbands Islamic group Hizbut Tahrir) The Law and Human Rights Ministry announced earlier that it had revoked HTIâ€™s legal entity status because the group had conducted activities opposed to Pancasila, the state ideology. Even though HTI had stated in its statutes and rules of association that it adopted Pancasila values, the group had advocated the establishment of a caliphate, reflecting an ideology that was not in line with Pancasila, the ministry said. The governmentâ€™s move to issue the Perppu has been criticized, because it allows the ministry to disband any mass organization deemed to oppose Pancasila without court approval, which some have called a setback for democracy, since the government could curtail the freedom of association and expression. The HTI is the first organization to be affected by the Perppu. â€œWe won't remain silent. Weâ€™ll fight back through a legal process,â€ù Ismail said, adding that the group had not yet decided what kind of legal process it would take, as it would first examine the government's decision. (ebf)",http://www.thejakartapost.com/news/2017/07/19/islamic-group-hizbut-tahrir-condemns-disbandment-by-government.html?fb_comment_id=1272545642871306_1272839582841912
"Wed, July 19, 2017| 09:46 pm",Hizbut Tahrir to challenge disbandment by government,"Muslim group Hizbut Tahrir Indonesia (HTI) is set to file a lawsuit with the Jakarta State Administrative Court (PTUN) to challenge the revocation of its legal entity status and instruction to disband by the government, the groupâ€™s lawyer Yusril Ihza Mahendra has said. â€œWe know that our position is weak in facing the government, which has used the Perppu. We shouldnâ€™t give up on upholding justice, however. We shouldnâ€™t let a dictatorship exist in this country,â€ù said Yusril, referring to the Regulation in a Lieu of Law (Perppu) No.2/2017 on Mass Organizations, in a written statement on Wednesday, a couple hours after the government announced the official banning of the HTI. The government believes HTI contravenes the Pancasila state ideology as it promotes the Islamic caliphate (Islamic state). By issuing Perppu No.2 on July 10, the government gave the authority to the Law and Human Rights Ministry to disband all mass organizations regarded as contravening Pancasila without due process of law. (Read also: Islamic group Hizbut Tahrir condemns disbandment by government) The HTI filed a judicial review with the Constitutional Court to challenge the Perppu on Tuesday. However, Yusril said the group should take other legal steps because with the disbandment, it no longer had legal standing to file a judicial review. â€œWeâ€™re preparing the best step for the next action,â€ù said the former law and human rights minister. The Perppu has become a controversial issue and triggered condemnation from the public and rights groups as they are worried it could threaten the freedom of association and expression. (ebf)",http://www.thejakartapost.com/news/2017/07/19/hizbut-tahrir-to-challenge-disbandment-by-government.html
"Mon, July 17, 2017| 12:24 pm",Police prepare list of mass organizations for possible disbandment,"The National Police have made a list of mass organizations to be considered for disbandment following the issuance of Regulation in Lieu of Law (Perppu) No. 2/2017 on mass organizations. Disbandment will be executed by the Home Ministry and the Law and Human Rights Ministry, National Police chief Gen. Tito Karnavian said. â€œA list of mass organizations has been submitted to the Office of the Coordinating Minister for Political, Legal and Security Affairs,"" Tito said Monday as quoted by Tribunnews.com. Tito did not reveal the names of the mass organizations. He said before any organizations were disbanded, institutions such as the State Intelligence Agency (BIN), the Attorney General's Office and the Indonesian Military (TNI), would meet to discuss the matter. After the government issued the Perppu replacing the 2013 law on mass organizations on Wednesday, debate has been rife over the government's right to disband a mass organization without due legal process within just one week of issuing a warning letter. President Joko ""Jokowi"" Widodo has said that those who oppose the Perppu could challenge it through the courts. â€œOur state is based on a legal system. Those who want to challenge the Perppu can use legal avenues to challenge it inÂ court,â€ù he said. (yon/dmr)",http://www.thejakartapost.com/news/2017/07/17/police-prepare-list-of-mass-organizations-for-possible-disbandment.html?fb_comment_id=1516609128400509_1516958351698920
"Thu, December 21, 2017| 08:39 am",Commentary: Christmas is 'just' an ordinary birthday celebration,"It was Friday evening in Bethlehem in October several years ago. I took my wife to the rooftop at the home of a Palestinian Muslim family, who had invited us for dinner. We heard the azan (a call to prayer for Muslims) from a nearby mosque. She stood at her wheelchair and we sang Holy Night while looking at the Church of the Nativity where Jesus was believed to be born. I donâ€™t know why, but I felt more peaceful and more religious in Bethlehem than in Jerusalem, a holy site for Judaism, Christianity and Islam. â€œWe shall return,â€ù we said in our prayer. Our Palestinian host said Muslims are obliged to highly respect Jesus, a prophet in Islam. I told him that celebrating Christmas is more peaceful in Bethlehem than in Jakarta. Terrorist attacks have haunted churchgoers on Christmas Eve for nearly two decades. â€œThat is nothing compared to our suffering from the Jews here,â€ù the old man said. During our pilgrimage to Israel, and also Palestinian territory, we could easily see the Israelisâ€™ unbelievable oppression of the Palestinians. In Jerusalem it is easy to understand when people say World War III could start there. The Palestiniansâ€™ living situation is very inhumane. But they always smile at visitors despite the daily horrors they have to confront. But for me, Jakarta is more worrying during the festive days, especially because I worry about the safety of my wife, who was powerless when bombs exploded in our own church in East Jakarta in 2000 and again in July 2001. How about next Monday? I feel more secure now. But it is not because my faith is more mature or that I have completely surrendered my life to Jesus. The recent statement issued by an organization that is often feared by minorities like me, was a little bit heartening, no matter whether it is true or false. The Islam Defenders Front (FPI) said it would help safeguard Christmas celebrations at the National Monument (Monas). It was also very active in the recent demonstration to condemn United States President Donald Trumpâ€™s decision to move the US Embassy from Tel Aviv to Jerusalem. The Indonesian Ulema Council (MUI) has also recently softened its stance on expressing Christmas greetings. It had previously said it was not haram to say â€œMerry Christmasâ€ù to Christians. But now the ulemas apparently consider that the greeting is just a matter of courtesy. When I greet my Muslim friends during Idul Fitri, it does not mean that I become a Muslim too. The police have also not issued any warnings this year as they have done in previous years. But to be honest, it is hard to sense a merry atmosphere in Jakarta. Many shopping malls are refraining from openly presenting a Christmas atmosphere; some radio and TV stations are also not airing Christmas carols. Their position is very understandable, they do not want to create unnecessary problems for their business. Many, if not most, Indonesian Christian Protestants and Catholics laughed bitterly and were shocked when they heard last week that the FPI had stated it would support Christmas celebrations in the name of religious tolerance. Has a miracle happened or has Santa Claus come to town? For an ordinary Indonesian with little knowledge of theology or religion such as myself, every year the birthday of Jesus becomes a huge hullabaloo of security, political or social concerns, including terrorist threats, although it is actually just an ordinary birthday celebration. However the FPIâ€™s endorsement of Christmas likely applies only once and in one place. Jakarta Governor Anies Baswedan has allowed Christians to celebrate Christmas at Monas after he recently permitted Muslims to hold huge gatherings there. Some Christians may say it is simply exaggeration. The FPI is always hostile toward any Christmas-related events or moments. Just Google it. â€œIslam is rahmatan lilâ€™alamin [a blessing for the universe] and is very supportive of pluralism, differences must be respected,â€ù tirto.co news portal quoted FPI Jakarta branch secretary-general, Novel Chaidir Hasan Bamukmin, as saying. The two largest Muslim organizations in Indonesia, Nahdlatul Ulama (NU) and Muhammadiyah have regularly assured security during Christmas. But I have never heard such assurances from the FPI before. But who knows? Maybe we are totally wrong this time. The Indonesian Communion of Churches (PGI) has strongly rejected the offer to hold Christmas celebrations at Monas, while the Indonesian Bishops Conference (KWI) has taken the same position, albeit in a more subtle tone. Basically, they suspected the offer was made just for political purposes. Anies has dropped the plan and offered a more acceptable location. The PGI and the KWI have voiced the feeling of their followers. On social media, there are suspicions that Governor Anies and the FPI are suddenly being friendly toward them just to accommodate Christian relatives or friends of Gerindra Party leader Prabowo Subianto. But the reactions are sometimes too much and go against the teaching of Christianity itself. â€œI just want to slap the faces of those who want to go there [Monas],â€ù posted one social media user, while on the same page condemning the intolerance from the Muslim side. For me, whatever the motivation of the governor and the FPI, their statement is certainly interesting. Technically, Christmas is just an ordinary birthday celebration. Why should we make a big fuss of it? That is probably the reason why the FPI softened its position. Churchgoers will hopefully experience a beautiful day on Monday.",http://www.thejakartapost.com/academia/2017/12/21/commentary-christmas-is-just-an-ordinary-birthday-celebration.html
"Fri, December 8, 2017| 07:19 pm",Raids on Christmas accessories forbidden: Police,"Jakarta Police chief Insp. Gen. Idham Aziz assertedÂ on FridayÂ that he had instructed all police chiefs across the city to make sure that no group would conduct raids to ban Christmas-related accessories, approaching the Christmas celebration this year. â€œSuch raids are forbidden,â€ù Idham said. â€œWe have to guarantee that the Christmas celebration will run safely and orderly,â€ù he added as quoted byÂ kompas.com. To guard Christmas and New Yearâ€™s Eve celebrations, the police chief will deploy roughly 21,000 police officers. Last year, some raids were conducted by hard-line Islamic organizations, including the Islam Defenders Front (FPI), in public spaces and malls to spread the Indonesian Ulema Councilâ€™s (MUI) edict forbidding Muslims from wearing Christmas attire. (vny)",http://www.thejakartapost.com/news/2017/12/08/raids-on-christmas-accessories-forbidden-police.html
"Sun, December 3, 2017| 08:30 am",FPI leader Rizieq calls for sharia-based Indonesia at 212 reunion,"Through a voice recording on Saturday, the leader of the hard-line Islam Defenders Front (FPI), Rizieq Shihab, called to the 212 reunion rally goers for a sharia-based Indonesia. â€œThrough the alumni of the rally, I want to loudly ask for all Muslims in Indonesia to fight for a sharia-based NKRI [Unitary State of the Republic of Indonesia],â€ù he said in the recorded sermon played at the gathering at the National Monument Park as reported by Tempo.co. Rizieq was reportedly staying in Saudi Arabia following investigations of his legal cases. The West Java Police had named him a suspect in the defamation case against Pancasila in January, and he was also named a suspect by the Jakarta Police for pornography related to steamy chat messages he was allegedly exchanging with a woman named Firza Husein in May. Jakarta Police had since put him on their wanted list as he failed to answer summonses. Jakarta Governor Anies Baswedan attended the gathering along with politician Amin Rais and Deputy Speakers of the House of Representatives Fadli Zon and Fahri Hamzah. The reunion rally was held to commemorate last yearâ€™s large-scale protest against then-Jakarta Governor Basuki â€œAhokâ€ù Tjahaja Purnama over his blasphemous remarks. National Police chief Gen. Tito Karnavian said on Thursday the event might have had political motives. â€œIt could be related to the upcoming politics in 2018 and 2019,â€ù he said as reported by Tempo.co, but did not give further details. Indonesia will concurrently hold its third regional elections in 171 regions next year followed by the legislative and presidential elections in 2019. (nmn/rin) Â ",http://www.thejakartapost.com/news/2017/12/03/fpi-leader-rizieq-calls-for-sharia-based-indonesia-at-212-reunion.html
"Sat, December 2, 2017| 04:34 pm",Human rights conference aims to promote tolerance,"A national conference aimed at promoting tolerance at the regional level is set to be held in Jakarta next week. The conference, titled the ""Human Rights Friendly City Conference,"" is a collaborative event held by the International NGO Forum on Indonesian Development (INFID), the National Commission on Human Rights (Komnas HAM) and the presidential office. The event, held from Dec. 6 to 7 in Manhattan Hotel in Jakarta, will focus on the regional administrationsâ€™ roles in preventing intolerance and extremism. Around 150 people from home and abroad will be invited to the event including regents, mayors, regional administrators, civil society organizations and private groups. The conference is being held to urge local administrations to be responsible in actively promoting tolerance and human rights in their area, said Komnas HAM commissioner Amiruddin Al Rahab. The Human Rights Friendly City program, he said, would open community participation to contribute to development that pays attention to human rights aspects. â€œRecently, intolerance is worrying -- local administrations must be more active in in preventing the spread of the sentiment before it turns into a bigger problem. Regional administrations cannot just sit still and wait for the governmentâ€™s instruction,â€ù Amiruddin said on Friday. The executive director of INFID, Sugeng Bahagijo, said the conference will produce a declaration as a symbol of the commitment from the local administration to prevent intolerance and extremism in Indonesia. (rin)",http://www.thejakartapost.com/news/2017/12/02/human-rights-conference-aims-to-promote-tolerance.html
"Mon, November 27, 2017| 03:16 pm",Police to deploy personnel at Soekarno-Hatta to anticipate Rizieqâ€™s return,"The Jakarta Police planÂ toÂ installÂ a temporary security detail at Soekarno-Hatta International Airport in Tangerang, Banten, to anticipate the return of Islamic Defenders Front (FPI) leader Rizieq Shihab, a suspect in aÂ pornography case. Rizieq is expected to attend the ""212 Rally Alumni"" anniversary event at the National Monument onÂ Dec. 2. The event is to mark the Dec. 2, 2016 rally, which includedÂ members of the FPI andÂ pushed for the prosecution of then governor Basuki â€œAhokâ€ù Tjahaja Purnama, a Christian of Chinese descent, on blasphemy charges. ""We are waiting for certainty [onÂ Rizieq's return]. We don't want to speculate,"" Jakarta Police spokesman Sr. Comr. Argo Yuwono said on Monday, as quoted by tribunnews.com. ""Yes, personnel will later be [stationed] at Soekarno-Hatta airport."" Argo could not confirm whether the team would arrest Rizieq immediately upon arrival. Rizieq's lawyer,Â Kapitra Ampera, had announced earlier that his client would return to Indonesia soon, following a stay of several monthsÂ in Saudi Arabia after he was named a suspect in a pornography case. Rizieq left the country in May,Â not long after police named him a suspect over the dissemination of sexually explicit WhatsApp messages in an alleged chat between him and Firza Hussein.Â Firza was also named a suspect in the case. (yon)",http://www.thejakartapost.com/news/2017/11/27/police-to-deploy-personnel-at-soekarno-hatta-to-anticipate-rizieqs-return.html
"Mon, November 6, 2017| 11:42 am",Ministry urged to block lewd content on WhatsApp,"The Indonesian Consumers Foundation (YLKI) has called on the Communications and Information Ministry to block access to lewd GIF images on WhatsApp. The request was made regarding content accessible via emoticons on the popular instant messaging app. â€œThe YLKI is urging the ministry to take measures to stop the spread of the pornographic content,â€ù said YLKI executive director Tulus Abadi as quoted by kompas.com on Monday. He said the issue should not be left unresolved because it could have negative impacts, especially on minors who inadvertently see some of the inappropriate content, he went on. â€œThis is really not positive for the development of children and teenagers,â€ù said Tulus. With certain key words, users can easily find lewd pictures. GIF content is in form of moving pictures usually provided by third parties. (agn/ebf) Â ",http://www.thejakartapost.com/news/2017/11/06/ministry-urged-to-block-lewd-content-on-whatsapp.html?fb_comment_id=1336377559818556_1336666039789708
"Thu, September 28, 2017| 02:37 pm","5,000 Brimob personnel to guard Friday's anti-communist rally","At least 5,000 personnel from the policeâ€™s Mobile Brigade command (Brimob) will be deployed to guard Fridayâ€™s anti-communist rally in Jakarta. â€œSome Brimob personnel [at the regional level] will be moved to Jakarta to strengthen the personnel here [in Jakarta],â€ù National Police spokesman Insp. Gen. Setyo Wasisto said on Thursday as quoted by Tribunnews.com. Setyo said the personnel would come from West Java, Banten, Central Java and East Java. Thousands of people are set to participate in the rally, including members of conservative Muslim groups who rallied against former Jakarta governor Basuki â€œAhokâ€ù Tjahaja Purnama in November last year. The participants will protest against what they perceive as a revival of communism in the country. They will also protest the newly-issued regulation in lieu of a law (Perppu) on mass organizations, which is being used as a legal instrument by the government to disband Hizbut Tahrir Indonesia (HTI), an Islamist organization that seeks to establish a global Islamic caliphate. â€œWe instruct [participants] to be peaceful at the rally,â€ù Setyo warned. Fears of a communist revival have swept the country ahead of Sept. 30, the date when an attempted coup against President Sukarno and the murder of six army generals was blamed on the now-defunct Indonesian Communist Party. (saf/ary)",http://www.thejakartapost.com/news/2017/09/28/5000-brimob-personnel-to-guard-fridays-anti-communist-rally.html
